URL|UPC|Titre|Catégorie|Prix H.T.|Prix T.T.C|Description du produit|Stock|Note|URL de la couverture
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html|1a5044d233936b1a|The Rise of Theodore Roosevelt (Theodore Roosevelt #1)|Biography|£42.57|£42.57|Selected by the Modern Library as one of the 100 best nonfiction books of all timeDescribed by the Chicago Tribune as "a classic," The Rise of Theodore Roosevelt stands as one of the greatest biographies of our time. The publication of The Rise of Theodore Roosevelt on September 14th, 2001 marks the 100th anniversary of Theodore Roosevelt becoming president.|In stock (3 available)|Three|https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg
